,article_id,authorid,authorname,authorurl,paperId,doi,title,venue,year,intent,isInfluential
30,10.2196/18652,,Bradley S Henson,https://www.semanticscholar.org/author/49822566,61528a1bb2ab099a91d74e244df90f7d68895807,10.3390/ijerph182111226,Examining Different Factors in Web-Based Patients’ Decision-Making Process: Systematic Review on Digital Platforms for Clinical Decision Support System,International journal of environmental research and public health,2021,,False
31,10.2196/18652,,R. Stevenson,https://www.semanticscholar.org/author/35167270,61528a1bb2ab099a91d74e244df90f7d68895807,10.3390/ijerph182111226,Examining Different Factors in Web-Based Patients’ Decision-Making Process: Systematic Review on Digital Platforms for Clinical Decision Support System,International journal of environmental research and public health,2021,,False
32,10.2196/18652,,Simon Hong,https://www.semanticscholar.org/author/2111138936,61528a1bb2ab099a91d74e244df90f7d68895807,10.3390/ijerph182111226,Examining Different Factors in Web-Based Patients’ Decision-Making Process: Systematic Review on Digital Platforms for Clinical Decision Support System,International journal of environmental research and public health,2021,,False
33,10.2196/18652,,T. Lyu,https://www.semanticscholar.org/author/39094807,61528a1bb2ab099a91d74e244df90f7d68895807,10.3390/ijerph182111226,Examining Different Factors in Web-Based Patients’ Decision-Making Process: Systematic Review on Digital Platforms for Clinical Decision Support System,International journal of environmental research and public health,2021,,False
34,10.2196/18652,,Chen Liang,https://www.semanticscholar.org/author/2113439050,61528a1bb2ab099a91d74e244df90f7d68895807,10.3390/ijerph182111226,Examining Different Factors in Web-Based Patients’ Decision-Making Process: Systematic Review on Digital Platforms for Clinical Decision Support System,International journal of environmental research and public health,2021,,False
35,10.2196/18652,,Ye-hui Lin,https://www.semanticscholar.org/author/13045722,7da6f9ac247f6924c02a52ea37ddf04df1396c0b,10.3390/healthcare9101369,Patient Satisfaction and Hospital Quality of Care Evaluation in Malaysia Using SERVQUAL and Facebook,Healthcare,2021,methodology,False
36,10.2196/18652,,Y. A. Hong,https://www.semanticscholar.org/author/2107102478,7da6f9ac247f6924c02a52ea37ddf04df1396c0b,10.3390/healthcare9101369,Patient Satisfaction and Hospital Quality of Care Evaluation in Malaysia Using SERVQUAL and Facebook,Healthcare,2021,methodology,False
37,10.2196/18652,,Bradley S Henson,https://www.semanticscholar.org/author/49822566,7da6f9ac247f6924c02a52ea37ddf04df1396c0b,10.3390/healthcare9101369,Patient Satisfaction and Hospital Quality of Care Evaluation in Malaysia Using SERVQUAL and Facebook,Healthcare,2021,methodology,False
38,10.2196/18652,,R. Stevenson,https://www.semanticscholar.org/author/35167270,7da6f9ac247f6924c02a52ea37ddf04df1396c0b,10.3390/healthcare9101369,Patient Satisfaction and Hospital Quality of Care Evaluation in Malaysia Using SERVQUAL and Facebook,Healthcare,2021,methodology,False
39,10.2196/18652,,Simon Hong,https://www.semanticscholar.org/author/2111138936,7da6f9ac247f6924c02a52ea37ddf04df1396c0b,10.3390/healthcare9101369,Patient Satisfaction and Hospital Quality of Care Evaluation in Malaysia Using SERVQUAL and Facebook,Healthcare,2021,methodology,False
40,10.2196/18652,,T. Lyu,https://www.semanticscholar.org/author/39094807,7da6f9ac247f6924c02a52ea37ddf04df1396c0b,10.3390/healthcare9101369,Patient Satisfaction and Hospital Quality of Care Evaluation in Malaysia Using SERVQUAL and Facebook,Healthcare,2021,methodology,False
41,10.2196/18652,,Chen Liang,https://www.semanticscholar.org/author/2113439050,7da6f9ac247f6924c02a52ea37ddf04df1396c0b,10.3390/healthcare9101369,Patient Satisfaction and Hospital Quality of Care Evaluation in Malaysia Using SERVQUAL and Facebook,Healthcare,2021,methodology,False
42,10.2196/18652,,Ye-hui Lin,https://www.semanticscholar.org/author/13045722,81fee1b3bf211380cd087ed341810cbf4c11a213,10.1002/jdd.12782,Patient experiences at dental school clinics: A comparative analysis of online reviews.,Journal of dental education,2021,,False
43,10.2196/18652,,Y. A. Hong,https://www.semanticscholar.org/author/2107102478,81fee1b3bf211380cd087ed341810cbf4c11a213,10.1002/jdd.12782,Patient experiences at dental school clinics: A comparative analysis of online reviews.,Journal of dental education,2021,,False
44,10.2196/18652,,Bradley S Henson,https://www.semanticscholar.org/author/49822566,81fee1b3bf211380cd087ed341810cbf4c11a213,10.1002/jdd.12782,Patient experiences at dental school clinics: A comparative analysis of online reviews.,Journal of dental education,2021,,False
45,10.2196/18652,,R. Stevenson,https://www.semanticscholar.org/author/35167270,81fee1b3bf211380cd087ed341810cbf4c11a213,10.1002/jdd.12782,Patient experiences at dental school clinics: A comparative analysis of online reviews.,Journal of dental education,2021,,False
46,10.2196/18652,,Simon Hong,https://www.semanticscholar.org/author/2111138936,81fee1b3bf211380cd087ed341810cbf4c11a213,10.1002/jdd.12782,Patient experiences at dental school clinics: A comparative analysis of online reviews.,Journal of dental education,2021,,False
47,10.2196/18652,,T. Lyu,https://www.semanticscholar.org/author/39094807,81fee1b3bf211380cd087ed341810cbf4c11a213,10.1002/jdd.12782,Patient experiences at dental school clinics: A comparative analysis of online reviews.,Journal of dental education,2021,,False
48,10.2196/18652,,Chen Liang,https://www.semanticscholar.org/author/2113439050,81fee1b3bf211380cd087ed341810cbf4c11a213,10.1002/jdd.12782,Patient experiences at dental school clinics: A comparative analysis of online reviews.,Journal of dental education,2021,,False
49,10.2196/18652,,Ye-hui Lin,https://www.semanticscholar.org/author/13045722,8fc22db4a6a1e43eb53937abe4b554c4dc200879,10.2196/preprints.32591,Exploring Online Health Reviews to Monitor COVID-19 Public Health Responses in Alabama State Department of Corrections: Case Example (Preprint),,2021,,False
50,10.2196/18652,,Y. A. Hong,https://www.semanticscholar.org/author/2107102478,8fc22db4a6a1e43eb53937abe4b554c4dc200879,10.2196/preprints.32591,Exploring Online Health Reviews to Monitor COVID-19 Public Health Responses in Alabama State Department of Corrections: Case Example (Preprint),,2021,,False
51,10.2196/18652,,Bradley S Henson,https://www.semanticscholar.org/author/49822566,8fc22db4a6a1e43eb53937abe4b554c4dc200879,10.2196/preprints.32591,Exploring Online Health Reviews to Monitor COVID-19 Public Health Responses in Alabama State Department of Corrections: Case Example (Preprint),,2021,,False
52,10.2196/18652,,R. Stevenson,https://www.semanticscholar.org/author/35167270,8fc22db4a6a1e43eb53937abe4b554c4dc200879,10.2196/preprints.32591,Exploring Online Health Reviews to Monitor COVID-19 Public Health Responses in Alabama State Department of Corrections: Case Example (Preprint),,2021,,False
53,10.2196/18652,,Simon Hong,https://www.semanticscholar.org/author/2111138936,8fc22db4a6a1e43eb53937abe4b554c4dc200879,10.2196/preprints.32591,Exploring Online Health Reviews to Monitor COVID-19 Public Health Responses in Alabama State Department of Corrections: Case Example (Preprint),,2021,,False
54,10.2196/18652,,T. Lyu,https://www.semanticscholar.org/author/39094807,8fc22db4a6a1e43eb53937abe4b554c4dc200879,10.2196/preprints.32591,Exploring Online Health Reviews to Monitor COVID-19 Public Health Responses in Alabama State Department of Corrections: Case Example (Preprint),,2021,,False
55,10.2196/18652,,Chen Liang,https://www.semanticscholar.org/author/2113439050,8fc22db4a6a1e43eb53937abe4b554c4dc200879,10.2196/preprints.32591,Exploring Online Health Reviews to Monitor COVID-19 Public Health Responses in Alabama State Department of Corrections: Case Example (Preprint),,2021,,False
56,10.2196/18652,,Ye-hui Lin,https://www.semanticscholar.org/author/13045722,2c00133e8a7932e85d872a906d51c371d6df0a9e,10.22122/JOHOE.2020.193808.1154,"Edentulous patients’ awareness about implant treatment: A cross-sectional investigation in Kerman, Iran, 2018",,2020,,False
57,10.2196/18652,,Y. A. Hong,https://www.semanticscholar.org/author/2107102478,2c00133e8a7932e85d872a906d51c371d6df0a9e,10.22122/JOHOE.2020.193808.1154,"Edentulous patients’ awareness about implant treatment: A cross-sectional investigation in Kerman, Iran, 2018",,2020,,False
58,10.2196/18652,,Bradley S Henson,https://www.semanticscholar.org/author/49822566,2c00133e8a7932e85d872a906d51c371d6df0a9e,10.22122/JOHOE.2020.193808.1154,"Edentulous patients’ awareness about implant treatment: A cross-sectional investigation in Kerman, Iran, 2018",,2020,,False
59,10.2196/18652,,R. Stevenson,https://www.semanticscholar.org/author/35167270,2c00133e8a7932e85d872a906d51c371d6df0a9e,10.22122/JOHOE.2020.193808.1154,"Edentulous patients’ awareness about implant treatment: A cross-sectional investigation in Kerman, Iran, 2018",,2020,,False
60,10.2196/18652,,Simon Hong,https://www.semanticscholar.org/author/2111138936,2c00133e8a7932e85d872a906d51c371d6df0a9e,10.22122/JOHOE.2020.193808.1154,"Edentulous patients’ awareness about implant treatment: A cross-sectional investigation in Kerman, Iran, 2018",,2020,,False
61,10.2196/18652,,T. Lyu,https://www.semanticscholar.org/author/39094807,2c00133e8a7932e85d872a906d51c371d6df0a9e,10.22122/JOHOE.2020.193808.1154,"Edentulous patients’ awareness about implant treatment: A cross-sectional investigation in Kerman, Iran, 2018",,2020,,False
62,10.2196/18652,,Chen Liang,https://www.semanticscholar.org/author/2113439050,2c00133e8a7932e85d872a906d51c371d6df0a9e,10.22122/JOHOE.2020.193808.1154,"Edentulous patients’ awareness about implant treatment: A cross-sectional investigation in Kerman, Iran, 2018",,2020,,False
63,10.1055/s-0040-1709506,,T. Thyvalikakath,https://www.semanticscholar.org/author/3241935,371edff2857f1121afc7d844f3b19582a3be644f,10.1055/s-0041-1727193,Efficient Clinical Data Sharing Framework Based on Blockchain Technology.,Methods of information in medicine,2021,,False
64,10.1055/s-0040-1709506,,William D. Duncan,https://www.semanticscholar.org/author/1508927034,371edff2857f1121afc7d844f3b19582a3be644f,10.1055/s-0041-1727193,Efficient Clinical Data Sharing Framework Based on Blockchain Technology.,Methods of information in medicine,2021,,False
65,10.1055/s-0040-1709506,,Z. Siddiqui,https://www.semanticscholar.org/author/11063249,371edff2857f1121afc7d844f3b19582a3be644f,10.1055/s-0041-1727193,Efficient Clinical Data Sharing Framework Based on Blockchain Technology.,Methods of information in medicine,2021,,False
66,10.1055/s-0040-1709506,,M. LaPradd,https://www.semanticscholar.org/author/6375514,371edff2857f1121afc7d844f3b19582a3be644f,10.1055/s-0041-1727193,Efficient Clinical Data Sharing Framework Based on Blockchain Technology.,Methods of information in medicine,2021,,False
67,10.1055/s-0040-1709506,,G. Eckert,https://www.semanticscholar.org/author/1790679,371edff2857f1121afc7d844f3b19582a3be644f,10.1055/s-0041-1727193,Efficient Clinical Data Sharing Framework Based on Blockchain Technology.,Methods of information in medicine,2021,,False
68,10.1055/s-0040-1709506,,T. Schleyer,https://www.semanticscholar.org/author/144301516,371edff2857f1121afc7d844f3b19582a3be644f,10.1055/s-0041-1727193,Efficient Clinical Data Sharing Framework Based on Blockchain Technology.,Methods of information in medicine,2021,,False
69,10.1055/s-0040-1709506,,D. Rindal,https://www.semanticscholar.org/author/3745773,371edff2857f1121afc7d844f3b19582a3be644f,10.1055/s-0041-1727193,Efficient Clinical Data Sharing Framework Based on Blockchain Technology.,Methods of information in medicine,2021,,False
70,10.1055/s-0040-1709506,,M. Jurkovich,https://www.semanticscholar.org/author/2103682137,371edff2857f1121afc7d844f3b19582a3be644f,10.1055/s-0041-1727193,Efficient Clinical Data Sharing Framework Based on Blockchain Technology.,Methods of information in medicine,2021,,False
71,10.1055/s-0040-1709506,,Tracy L Shea,https://www.semanticscholar.org/author/66801657,371edff2857f1121afc7d844f3b19582a3be644f,10.1055/s-0041-1727193,Efficient Clinical Data Sharing Framework Based on Blockchain Technology.,Methods of information in medicine,2021,,False
72,10.1055/s-0040-1709506,,G. Gilbert,https://www.semanticscholar.org/author/144526619,371edff2857f1121afc7d844f3b19582a3be644f,10.1055/s-0041-1727193,Efficient Clinical Data Sharing Framework Based on Blockchain Technology.,Methods of information in medicine,2021,,False
73,10.1055/s-0040-1709506,,T. Thyvalikakath,https://www.semanticscholar.org/author/3241935,63c4e8485baf57cae6123bebfc72071ec1184472,10.1016/j.adaj.2021.02.008,Addressing Knowledge Gaps.,Journal of the American Dental Association,2021,,False
74,10.1055/s-0040-1709506,,William D. Duncan,https://www.semanticscholar.org/author/1508927034,63c4e8485baf57cae6123bebfc72071ec1184472,10.1016/j.adaj.2021.02.008,Addressing Knowledge Gaps.,Journal of the American Dental Association,2021,,False
75,10.1055/s-0040-1709506,,Z. Siddiqui,https://www.semanticscholar.org/author/11063249,63c4e8485baf57cae6123bebfc72071ec1184472,10.1016/j.adaj.2021.02.008,Addressing Knowledge Gaps.,Journal of the American Dental Association,2021,,False
76,10.1055/s-0040-1709506,,M. LaPradd,https://www.semanticscholar.org/author/6375514,63c4e8485baf57cae6123bebfc72071ec1184472,10.1016/j.adaj.2021.02.008,Addressing Knowledge Gaps.,Journal of the American Dental Association,2021,,False
77,10.1055/s-0040-1709506,,G. Eckert,https://www.semanticscholar.org/author/1790679,63c4e8485baf57cae6123bebfc72071ec1184472,10.1016/j.adaj.2021.02.008,Addressing Knowledge Gaps.,Journal of the American Dental Association,2021,,False
78,10.1055/s-0040-1709506,,T. Schleyer,https://www.semanticscholar.org/author/144301516,63c4e8485baf57cae6123bebfc72071ec1184472,10.1016/j.adaj.2021.02.008,Addressing Knowledge Gaps.,Journal of the American Dental Association,2021,,False
79,10.1055/s-0040-1709506,,D. Rindal,https://www.semanticscholar.org/author/3745773,63c4e8485baf57cae6123bebfc72071ec1184472,10.1016/j.adaj.2021.02.008,Addressing Knowledge Gaps.,Journal of the American Dental Association,2021,,False
80,10.1055/s-0040-1709506,,M. Jurkovich,https://www.semanticscholar.org/author/2103682137,63c4e8485baf57cae6123bebfc72071ec1184472,10.1016/j.adaj.2021.02.008,Addressing Knowledge Gaps.,Journal of the American Dental Association,2021,,False
81,10.1055/s-0040-1709506,,Tracy L Shea,https://www.semanticscholar.org/author/66801657,63c4e8485baf57cae6123bebfc72071ec1184472,10.1016/j.adaj.2021.02.008,Addressing Knowledge Gaps.,Journal of the American Dental Association,2021,,False
82,10.1055/s-0040-1709506,,G. Gilbert,https://www.semanticscholar.org/author/144526619,63c4e8485baf57cae6123bebfc72071ec1184472,10.1016/j.adaj.2021.02.008,Addressing Knowledge Gaps.,Journal of the American Dental Association,2021,,False
83,10.1055/s-0040-1709506,,T. Thyvalikakath,https://www.semanticscholar.org/author/3241935,9e14123595854f2362116dfc0ef148491625fcdf,10.5455/aim.2021.29.205-209,Dental Recordkeeping: Practice in Federation of Bosnia and Herzegovina,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2021,,False
84,10.1055/s-0040-1709506,,William D. Duncan,https://www.semanticscholar.org/author/1508927034,9e14123595854f2362116dfc0ef148491625fcdf,10.5455/aim.2021.29.205-209,Dental Recordkeeping: Practice in Federation of Bosnia and Herzegovina,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2021,,False
85,10.1055/s-0040-1709506,,Z. Siddiqui,https://www.semanticscholar.org/author/11063249,9e14123595854f2362116dfc0ef148491625fcdf,10.5455/aim.2021.29.205-209,Dental Recordkeeping: Practice in Federation of Bosnia and Herzegovina,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2021,,False
86,10.1055/s-0040-1709506,,M. LaPradd,https://www.semanticscholar.org/author/6375514,9e14123595854f2362116dfc0ef148491625fcdf,10.5455/aim.2021.29.205-209,Dental Recordkeeping: Practice in Federation of Bosnia and Herzegovina,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2021,,False
87,10.1055/s-0040-1709506,,G. Eckert,https://www.semanticscholar.org/author/1790679,9e14123595854f2362116dfc0ef148491625fcdf,10.5455/aim.2021.29.205-209,Dental Recordkeeping: Practice in Federation of Bosnia and Herzegovina,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2021,,False
88,10.1055/s-0040-1709506,,T. Schleyer,https://www.semanticscholar.org/author/144301516,9e14123595854f2362116dfc0ef148491625fcdf,10.5455/aim.2021.29.205-209,Dental Recordkeeping: Practice in Federation of Bosnia and Herzegovina,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2021,,False
89,10.1055/s-0040-1709506,,D. Rindal,https://www.semanticscholar.org/author/3745773,9e14123595854f2362116dfc0ef148491625fcdf,10.5455/aim.2021.29.205-209,Dental Recordkeeping: Practice in Federation of Bosnia and Herzegovina,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2021,,False
90,10.1055/s-0040-1709506,,M. Jurkovich,https://www.semanticscholar.org/author/2103682137,9e14123595854f2362116dfc0ef148491625fcdf,10.5455/aim.2021.29.205-209,Dental Recordkeeping: Practice in Federation of Bosnia and Herzegovina,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2021,,False
91,10.1055/s-0040-1709506,,Tracy L Shea,https://www.semanticscholar.org/author/66801657,9e14123595854f2362116dfc0ef148491625fcdf,10.5455/aim.2021.29.205-209,Dental Recordkeeping: Practice in Federation of Bosnia and Herzegovina,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2021,,False
92,10.1055/s-0040-1709506,,G. Gilbert,https://www.semanticscholar.org/author/144526619,9e14123595854f2362116dfc0ef148491625fcdf,10.5455/aim.2021.29.205-209,Dental Recordkeeping: Practice in Federation of Bosnia and Herzegovina,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2021,,False
93,10.1055/s-0040-1709506,,T. Thyvalikakath,https://www.semanticscholar.org/author/3241935,277548599b85f5fb7e5a511e41cac1b83d781d44,10.1186/s12903-020-01284-3,Use of digital periodontal data to compare periodontal treatment outcomes in a practice-based research network (PBRN): a proof of concept,BMC oral health,2020,,False
94,10.1055/s-0040-1709506,,William D. Duncan,https://www.semanticscholar.org/author/1508927034,277548599b85f5fb7e5a511e41cac1b83d781d44,10.1186/s12903-020-01284-3,Use of digital periodontal data to compare periodontal treatment outcomes in a practice-based research network (PBRN): a proof of concept,BMC oral health,2020,,False
95,10.1055/s-0040-1709506,,Z. Siddiqui,https://www.semanticscholar.org/author/11063249,277548599b85f5fb7e5a511e41cac1b83d781d44,10.1186/s12903-020-01284-3,Use of digital periodontal data to compare periodontal treatment outcomes in a practice-based research network (PBRN): a proof of concept,BMC oral health,2020,,False
